geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.7809910123279196,11,50
2,0.8358490533256817,16,100
3,0.8813883278306177,23,150
4,0.9010585695647528,24,200
5,0.9076363194644633,35,250
6,0.9193721684509065,41,300
7,0.9278173166751186,41,350
8,0.9312391779543417,48,400
9,0.9354064698307524,50,450
10,0.9364508261187926,50,500
11,0.937593981598013,50,550
12,0.940286809819665,50,600
13,0.9422905143911507,50,650
14,0.9429002693225423,50,700
15,0.9443697197388576,50,750
16,0.9456203588331387,50,800
17,0.9490055224927818,50,850
18,0.9510789056140017,50,900
19,0.9512060496752299,50,950
20,0.9509757440975994,50,1000
21,0.9505450141349727,50,1050
22,0.9513540917191196,50,1100
23,0.9519633358333695,50,1150
24,0.9514228895827715,50,1200
25,0.9532538401066029,50,1250
26,0.9543594633897522,50,1300
27,0.9546586045798929,50,1350
28,0.9567729724991159,50,1400
29,0.9568847571799649,50,1450
30,0.9569147732342941,50,1500
31,0.9574816834120433,50,1550
32,0.958792330674606,50,1600
33,0.9591297423227917,50,1650
34,0.9588061385939914,50,1700
35,0.9589435223113397,50,1750
36,0.9588457837924089,50,1800
37,0.9591060394544029,50,1850
38,0.9585466530493086,50,1900
39,0.9595314431386391,50,1950
40,0.9606213446789856,50,2000
41,0.9605826821774438,50,2050
42,0.9607538082342231,50,2100
43,0.9613958024890957,50,2150
44,0.9619559408396398,50,2200
45,0.9619927466564075,50,2250
46,0.9623650402492184,50,2300
47,0.9618482589528909,50,2350
48,0.9622300780308761,50,2400
49,0.9622197985025673,50,2450
50,0.9620339231755015,50,2500
51,0.9628246231800736,50,2550
52,0.9628498893065844,50,2600
53,0.9627691617170603,50,2650
54,0.9622599243403502,50,2700
55,0.9620936703333774,50,2750
56,0.9619146895617852,50,2800
57,0.9618496796545533,50,2850
58,0.9625758259800856,50,2900
59,0.9629057335892506,50,2950
60,0.9643699169144903,50,3000
61,0.9641425929915795,50,3050
62,0.9635134624728711,50,3100
63,0.9640026890170179,50,3150
64,0.9643983094310086,50,3200
65,0.9649241553256922,50,3250
66,0.9647522088329619,50,3300
67,0.9641400356336863,50,3350
68,0.9646361414924239,50,3400
69,0.9649107610144726,50,3450
70,0.9654373789813716,50,3500
71,0.9652143731526449,50,3550
72,0.966173897691738,50,3600
73,0.966385118709697,50,3650
74,0.9662102291020366,50,3700
75,0.965126443289627,50,3750
76,0.9653679863158556,50,3800
77,0.9650710583328174,50,3850
78,0.9654004871940894,50,3900
79,0.9657370445121202,50,3950
80,0.9653955885697096,50,4000
81,0.9648236156599402,50,4050
82,0.9652736925776907,50,4100
83,0.9659258369025093,50,4150
84,0.9663381762923513,50,4200
85,0.9668697338786831,50,4250
86,0.9666479782215673,50,4300
87,0.9671497022143843,50,4350
88,0.9674963707880825,50,4400
89,0.9670401604942082,50,4450
90,0.9670347276311594,50,4500
91,0.9661573482468968,50,4550
92,0.9664370617442966,50,4600
93,0.966938531670736,50,4650
94,0.9669434716891063,50,4700
