geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.9085473446474742,10,50
2,0.9657773663510242,18,100
3,0.9714757920127253,24,150
4,0.977426940833552,28,200
5,0.9853763366088919,31,250
6,0.9945980681965733,36,300
7,1.0004036869382116,50,350
8,1.0045457438416971,50,400
9,1.006640810561283,50,450
10,1.0129913682858167,50,500
11,1.0146084368879922,50,550
12,1.018949088427496,50,600
13,1.0208817672599864,50,650
14,1.0235212720980342,50,700
15,1.0250101544280303,50,750
16,1.0259603455358473,50,800
17,1.0281213100482716,50,850
18,1.0280131609107555,50,900
19,1.0286427870738162,50,950
20,1.0293072709907998,50,1000
21,1.0304005088615251,50,1050
22,1.0308205839017581,50,1100
23,1.0311359013452341,50,1150
24,1.031879853194548,50,1200
25,1.033227775696828,50,1250
26,1.0337278093169686,50,1300
27,1.0331717520512944,50,1350
28,1.0339701280245284,50,1400
29,1.0338108990855428,50,1450
30,1.034328037863228,50,1500
31,1.0360309638640433,50,1550
32,1.0369043967613112,50,1600
33,1.0371240217685442,50,1650
34,1.0377201115427452,50,1700
35,1.0376497285100659,50,1750
36,1.0378685896669106,50,1800
37,1.0386010423881697,50,1850
38,1.0389188493563883,50,1900
39,1.038848900568414,50,1950
40,1.0401122680412311,50,2000
41,1.0405568092678281,50,2050
42,1.040063088873748,50,2100
43,1.0403690102781147,50,2150
44,1.0416802542181531,50,2200
45,1.0411750599632834,50,2250
46,1.0415199706034897,50,2300
47,1.041501378248959,50,2350
48,1.0415137547928395,50,2400
49,1.0415460179496043,50,2450
50,1.0409094242636925,50,2500
51,1.041233497867893,50,2550
52,1.0441551867723609,50,2600
53,1.0457255412292374,50,2650
54,1.04538441882561,50,2700
55,1.046384114373589,50,2750
56,1.0461414838685918,50,2800
57,1.0466850709839215,50,2850
58,1.0468236055677602,50,2900
59,1.0466186551743848,50,2950
60,1.0473679483832061,50,3000
61,1.0477866745009177,50,3050
62,1.0480462402956734,50,3100
63,1.048815774522561,50,3150
64,1.048393469820428,50,3200
65,1.048421372964217,50,3250
66,1.0488987572529873,50,3300
67,1.048901702579853,50,3350
68,1.0492321417222639,50,3400
69,1.0491000374985657,50,3450
70,1.0493327154344287,50,3500
71,1.0499674444736513,50,3550
72,1.0500775116603747,50,3600
73,1.0497504906522064,50,3650
74,1.0501788020770362,50,3700
75,1.0504948324596943,50,3750
76,1.0502505243037679,50,3800
77,1.050598309784885,50,3850
78,1.050314778931534,50,3900
79,1.050089893803409,50,3950
80,1.051017577601754,50,4000
81,1.0508305559292919,50,4050
82,1.0509666482942521,50,4100
83,1.0510870267804366,50,4150
84,1.0505809477441852,50,4200
85,1.0504135003675261,50,4250
86,1.050792977808358,50,4300
87,1.0509737203389595,50,4350
88,1.0504314222490545,50,4400
89,1.050786031236093,50,4450
90,1.050156744082084,50,4500
91,1.0502693537934165,50,4550
92,1.0503932041610633,50,4600
93,1.0506119168702617,50,4650
94,1.0509213958833217,50,4700
95,1.050915779687556,50,4750
96,1.0509203246829935,50,4800
97,1.050670946429262,50,4850
98,1.0505576531526428,50,4900
99,1.0503414785485283,50,4950
100,1.0505395076566946,50,5000
101,1.0499825709269843,50,5050
102,1.0500772051882348,50,5100
103,1.0502302057866262,50,5150
104,1.050543312432293,50,5200
105,1.0504648226399769,50,5250
106,1.0493722609468854,50,5300
107,1.0494001900676,50,5350
108,1.049320352742917,50,5400
109,1.0501428922561822,50,5450
110,1.0504046778736864,50,5500
111,1.0501535839770029,50,5550
112,1.0500916929272661,50,5600
113,1.0504981440710568,50,5650
114,1.0500082279404765,50,5700
115,1.0503432033183695,50,5750
116,1.0511696746369574,50,5800
117,1.0509781395207531,50,5850
118,1.0510409555796378,50,5900
119,1.0508288540431914,50,5950
120,1.0513973371974767,50,6000
121,1.051043486865665,50,6050
122,1.0510641008468014,50,6100
123,1.0507436666854393,50,6150
124,1.049964560773104,50,6200
125,1.0500843548456147,50,6250
126,1.0501981941610026,50,6300
127,1.0504311650770932,50,6350
128,1.0507193665586017,50,6400
129,1.0493098640038465,50,6450
130,1.0502430305001544,50,6500
131,1.0507536213165498,50,6550
132,1.050938630740459,50,6600
133,1.0509037372894081,50,6650
134,1.0505294422763753,50,6700
135,1.050597434646982,50,6750
136,1.0508357140329048,50,6800
137,1.050939172008154,50,6850
138,1.0509547793180007,50,6900
139,1.0504167664639579,50,6950
140,1.0507246174260463,50,7000
141,1.050669282870845,50,7050
142,1.050827969381478,50,7100
143,1.0515314586166038,50,7150
144,1.0518461469063871,50,7200
145,1.0517906774513883,50,7250
146,1.0516346715808789,50,7300
147,1.0518545665297256,50,7350
148,1.0521095597043904,50,7400
149,1.0519347249797262,50,7450
150,1.0517862932985462,50,7500
151,1.0518414792542636,50,7550
152,1.051861904916065,50,7600
153,1.0520776642532097,50,7650
154,1.0524299695389545,50,7700
155,1.0523004059534349,50,7750
156,1.0517431227265284,50,7800
157,1.051562772802549,50,7850
158,1.051689047457651,50,7900
159,1.0516666700011348,50,7950
160,1.0515794312829232,50,8000
161,1.0514148264420036,50,8050
162,1.0515137126944634,50,8100
163,1.051481752124026,50,8150
164,1.0513339214872706,50,8200
165,1.0506905806495785,50,8250
166,1.0510934992588583,50,8300
167,1.051442606443663,50,8350
168,1.0514835500019177,50,8400
169,1.0516406379714256,50,8450
170,1.0512557793625574,50,8500
171,1.0513068736976863,50,8550
172,1.0516861144590497,50,8600
173,1.0516000236545637,50,8650
174,1.0513380655790399,50,8700
175,1.0516460741765343,50,8750
176,1.0515222058330085,50,8800
177,1.0520714243419125,50,8850
178,1.051748738533687,50,8900
179,1.0514453849454564,50,8950
180,1.051233539709799,50,9000
181,1.0513516819843673,50,9050
182,1.0513498340827183,50,9100
183,1.0512450948541403,50,9150
184,1.0514548940045823,50,9200
185,1.0513014884523866,50,9250
186,1.05149091789427,50,9300
187,1.0513962706042037,50,9350
188,1.0511841711078878,50,9400
189,1.0519322295064117,50,9450
190,1.0518410681181214,50,9500
191,1.0519835510551345,50,9550
192,1.052068724949253,50,9600
193,1.0520336480284547,50,9650
194,1.051970581652674,50,9700
195,1.0521819283691531,50,9750
196,1.0523279100714227,50,9800
197,1.0518282026735621,50,9850
198,1.0518896231225259,50,9900
199,1.0511240039240217,50,9950
200,1.0512115052890292,50,10000
201,1.0509959130718114,50,10050
202,1.0514664486638692,50,10100
203,1.05152317596998,50,10150
204,1.0522820326146076,50,10200
205,1.0522886520584593,50,10250
206,1.051418076187071,50,10300
207,1.0515842922577472,50,10350
208,1.050715508132753,50,10400
209,1.050809719534822,50,10450
210,1.050860282929757,50,10500
211,1.0507981786224954,50,10550
212,1.05101668384513,50,10600
213,1.049598178639649,50,10650
214,1.0495468998664033,50,10700
215,1.0502687166319513,50,10750
216,1.049612854052167,50,10800
217,1.0495977413096955,50,10850
218,1.0502691982682126,50,10900
219,1.0502493534829045,50,10950
220,1.0504713686090144,50,11000
221,1.0508714701837083,50,11050
222,1.050621557727602,50,11100
223,1.0508572765419872,50,11150
224,1.0511793231150168,50,11200
225,1.0522403027469478,50,11250
226,1.0519058025411434,50,11300
227,1.052178407105146,50,11350
228,1.0520261957952963,50,11400
229,1.052266157854083,50,11450
230,1.0521946928854649,50,11500
231,1.0520724534055654,50,11550
232,1.0520980451962645,50,11600
233,1.0517463131796625,50,11650
234,1.0511498710129452,50,11700
235,1.050797452480034,50,11750
236,1.050302953827447,50,11800
237,1.0506174011620686,50,11850
238,1.0508470523191396,50,11900
239,1.0503258751440168,50,11950
240,1.0508042068251866,50,12000
241,1.0514420329029515,50,12050
242,1.0521247688247444,50,12100
243,1.052028073989578,50,12150
244,1.0524140149502053,50,12200
245,1.05205277960789,50,12250
246,1.0519663518163016,50,12300
247,1.0520101485265712,50,12350
248,1.0520588834526345,50,12400
249,1.052455612976609,50,12450
250,1.052358538438697,50,12500
251,1.0526709815850737,50,12550
252,1.0527146554150073,50,12600
253,1.0525436654817082,50,12650
254,1.052809476926916,50,12700
255,1.052548035205224,50,12750
256,1.0518586229263396,50,12800
257,1.0516905726412238,50,12850
258,1.0517112363922798,50,12900
259,1.0511692457615278,50,12950
260,1.0501177929757444,50,13000
261,1.049861007167841,50,13050
262,1.0500100119078923,50,13100
263,1.0503216287023707,50,13150
264,1.0500390843542107,50,13200
265,1.0501551392858381,50,13250
266,1.0505158178084246,50,13300
267,1.0504749457858629,50,13350
268,1.0508856467385372,50,13400
269,1.0515739780852151,50,13450
270,1.0513744241552674,50,13500
271,1.051164719322467,50,13550
272,1.051127106199182,50,13600
273,1.0510883382752698,50,13650
274,1.0510354400015682,50,13700
275,1.0500677985375426,50,13750
276,1.0499485177116883,50,13800
277,1.050207306682263,50,13850
278,1.0500359374236834,50,13900
279,1.0500966443545188,50,13950
280,1.0505582756428098,50,14000
281,1.0510274914378617,50,14050
282,1.050970528720837,50,14100
283,1.0511867856616246,50,14150
284,1.050481732410079,50,14200
