geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.9465623619158496,9,50
2,1.0121501325517033,13,100
3,1.031111246361059,19,150
4,1.0514368358697364,26,200
5,1.0553775882257002,26,250
6,1.0611205581681373,33,300
7,1.0681133143673167,38,350
8,1.0696862816240995,38,400
9,1.0719297314145064,41,450
10,1.0752425863109094,50,500
11,1.0766853764006379,50,550
12,1.081747884983569,50,600
13,1.0842394983266255,50,650
14,1.0884976747563562,50,700
15,1.0890408495545667,50,750
16,1.0932844554130599,50,800
17,1.0944584308312586,50,850
18,1.0946056706560139,50,900
19,1.0962309952143472,50,950
20,1.0980005674963966,50,1000
21,1.0980066966799096,50,1050
22,1.0993237686015194,50,1100
23,1.10110639283393,50,1150
24,1.1040685249451985,50,1200
25,1.1045970276245822,50,1250
26,1.1051927282777272,50,1300
27,1.1061435205319785,50,1350
28,1.106950429566781,50,1400
29,1.1074986287122248,50,1450
30,1.107636261955453,50,1500
31,1.1080972505534488,50,1550
32,1.1082307497831079,50,1600
33,1.1086187201347064,50,1650
34,1.1110467164756046,50,1700
35,1.1122698386472754,50,1750
36,1.115929282403933,50,1800
37,1.1175719681488085,50,1850
38,1.1193172962185205,50,1900
39,1.1197662826187287,50,1950
40,1.1209396621767778,50,2000
41,1.1219201065932998,50,2050
42,1.1234595974297354,50,2100
43,1.1235382588910847,50,2150
44,1.143084359452568,49,2200
45,1.1432381225858022,50,2250
46,1.14357531415892,50,2300
47,1.1437658114359222,50,2350
48,1.1440726114333675,50,2400
49,1.1442553522887664,50,2450
50,1.144824434353483,50,2500
51,1.1449981559605027,50,2550
52,1.1454776120731898,50,2600
53,1.1457623071740874,50,2650
54,1.1459007180546037,50,2700
55,1.146766614756828,50,2750
56,1.1470813318108124,50,2800
57,1.147345660520058,50,2850
58,1.1479990095431305,50,2900
59,1.1490096859991041,50,2950
60,1.149101719644626,50,3000
61,1.1502987486253808,50,3050
62,1.1504722573882498,50,3100
63,1.1506461514141368,50,3150
64,1.1507131710895289,50,3200
65,1.1507609687540246,50,3250
66,1.150969730714698,50,3300
67,1.151105062385886,50,3350
68,1.1512891342697456,50,3400
69,1.16463875721988,50,3450
70,1.164915985234482,50,3500
71,1.1650757638335907,50,3550
72,1.1658243975921583,50,3600
73,1.1658452709629574,50,3650
74,1.1658474461917574,50,3700
75,1.1658875461673894,50,3750
76,1.166255019698246,50,3800
77,1.166122602646617,50,3850
78,1.1660030719780734,50,3900
79,1.166189425663581,50,3950
80,1.1663383768402555,50,4000
81,1.1661893717830667,50,4050
82,1.1659676410752005,50,4100
83,1.1661164906240595,50,4150
84,1.1662489865185026,50,4200
85,1.1663813119442883,50,4250
86,1.1666079182458184,50,4300
87,1.1666533449278682,50,4350
88,1.1666240988290484,50,4400
89,1.1667779712413053,50,4450
90,1.1666469158739592,50,4500
91,1.1665433341704647,50,4550
92,1.1666257736729557,50,4600
93,1.1667522784074766,50,4650
94,1.1666705100994486,50,4700
95,1.1676161275946266,50,4750
96,1.1677009471992865,50,4800
97,1.1679027336040206,50,4850
98,1.1679336739393027,50,4900
99,1.1680290425430515,50,4950
100,1.1679783279775706,50,5000
101,1.167950793838961,50,5050
102,1.1679428006005264,50,5100
103,1.1679926991131535,50,5150
104,1.1680850727463912,50,5200
105,1.1681357031288557,50,5250
106,1.1680840404010528,50,5300
107,1.1681735267274427,50,5350
108,1.168079697939593,50,5400
109,1.1680150572309451,50,5450
110,1.168056636120411,50,5500
111,1.1679488947270054,50,5550
112,1.1678545725315925,50,5600
113,1.1679281749566546,50,5650
114,1.1680676235922238,50,5700
115,1.1680322361084483,50,5750
116,1.1678834697866536,50,5800
117,1.167839015538186,50,5850
118,1.1679276509870613,50,5900
119,1.1682202393351606,50,5950
120,1.168059835983817,50,6000
121,1.168134307440321,50,6050
122,1.1682709040828505,50,6100
123,1.1682814512735844,50,6150
124,1.1682973399781433,50,6200
125,1.1680355247430283,50,6250
126,1.1679299451953664,50,6300
127,1.1679842117452401,50,6350
128,1.1680609921801868,50,6400
129,1.1680551304487068,50,6450
130,1.1680609100947448,50,6500
131,1.1681616058290045,50,6550
132,1.1682946701152053,50,6600
133,1.1681082036614179,50,6650
134,1.16813028357354,50,6700
135,1.1681444471436468,50,6750
136,1.1682552118933518,50,6800
137,1.1683142214164806,50,6850
138,1.168478070110247,50,6900
139,1.1684970715091516,50,6950
140,1.1685390809535878,50,7000
141,1.1685792412610507,50,7050
142,1.1684225710272522,50,7100
143,1.1682787422481853,50,7150
144,1.1683666149533878,50,7200
145,1.1685476909297265,50,7250
146,1.1685771332045582,50,7300
147,1.1685918634561379,50,7350
148,1.1686764166348382,50,7400
149,1.168672089903587,50,7450
150,1.1686436255726882,50,7500
