geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.8361393419986248,8,50
2,0.8902981885506185,14,100
3,0.9048735567099501,22,150
4,0.9105881285949942,30,200
5,0.919256878708599,38,250
6,0.9251284367532913,42,300
7,0.9301742388050367,50,350
8,0.9318444310684247,50,400
9,0.9354938470914909,50,450
10,0.9374410100555758,50,500
11,0.9404484926457747,50,550
12,0.942050640529386,50,600
13,0.9453505799444868,50,650
14,0.9478222493786976,50,700
15,0.9493467402087743,50,750
16,0.9583899092028246,50,800
17,0.9591265746192456,50,850
18,0.9599886260715849,50,900
19,0.9603967130906694,50,950
20,0.9622890137207412,50,1000
21,0.969137524664902,50,1050
22,0.9702064554292316,50,1100
23,0.9707271711736021,50,1150
24,0.9710796475318457,50,1200
25,0.9723574106379602,50,1250
26,0.9728277361512627,50,1300
27,0.9731628618284182,50,1350
28,0.9735219854685516,50,1400
29,0.9736566714720073,50,1450
30,0.9730217853414099,50,1500
31,0.9738220388384999,50,1550
32,0.9758174659795877,50,1600
33,0.9765313648430369,50,1650
34,0.9767066436322585,50,1700
35,0.9765817726203566,50,1750
36,0.9774504287490652,50,1800
37,0.9778987020767337,50,1850
38,0.9777056114225889,50,1900
39,0.977714872149452,50,1950
40,0.9777708118692399,50,2000
41,0.983566645795304,50,2050
42,0.9835139728434572,50,2100
43,0.9835620761912278,50,2150
44,0.9840362191039327,50,2200
45,0.9838710807258213,50,2250
46,0.9838970567101334,50,2300
47,0.9838703809398387,50,2350
48,0.9836199256057226,50,2400
49,0.983122707127052,50,2450
50,0.9832930310779969,50,2500
51,0.9832651938043638,50,2550
52,0.9835368147409824,50,2600
53,0.9835589853902107,50,2650
54,0.9850010125167908,50,2700
55,0.9854630082936515,50,2750
56,0.985485672589228,50,2800
57,0.9853073108005743,50,2850
58,0.9852171040579474,50,2900
59,0.9852598894361461,50,2950
60,0.9855380986260566,50,3000
61,0.9854363112259211,50,3050
62,0.9853006663886432,50,3100
63,0.9856220929737348,50,3150
64,0.9851175661856907,50,3200
65,0.985201541416922,50,3250
66,0.9873988417819188,50,3300
67,0.9881673474496446,50,3350
68,0.9884582588111623,50,3400
69,0.9881579803092715,50,3450
70,0.9883361916040738,50,3500
71,0.9879636775757574,50,3550
72,0.9877649106329869,50,3600
73,0.9877689425139734,50,3650
74,0.9860537535607184,50,3700
75,0.9874019696138604,50,3750
76,0.9872867596901408,50,3800
77,0.9875831943022626,50,3850
78,0.9875995353146902,50,3900
79,0.9870365830913446,50,3950
80,0.9873274036326072,50,4000
81,0.9874668606681667,50,4050
82,0.9877468594406102,50,4100
83,0.9872695329747192,50,4150
84,0.987945178751794,50,4200
85,0.9883349861098202,50,4250
86,0.9884820227841321,50,4300
87,0.9882699632214208,50,4350
88,0.988172588464739,50,4400
89,0.9882125344536078,50,4450
90,0.9886594745430314,50,4500
91,0.9887656310147371,50,4550
92,0.989073276203128,50,4600
93,0.989086622658764,50,4650
94,0.9893424060010886,50,4700
95,0.9892746888184352,50,4750
96,0.9891584376209923,50,4800
97,0.9889118409934027,50,4850
98,0.9892155861175327,50,4900
99,0.9899145820493893,50,4950
100,0.9893177712719589,50,5000
101,0.9886280426945139,50,5050
102,0.9886463119643609,50,5100
103,0.9890319602643581,50,5150
104,0.9891530402930758,50,5200
105,0.9888771311355448,50,5250
106,0.9880350831057081,50,5300
107,0.988140520349089,50,5350
108,0.9887127122483321,50,5400
109,0.9884921557261828,50,5450
110,0.9883592419733698,50,5500
111,0.98892509789615,50,5550
112,0.9896991004643338,50,5600
113,0.9900838996426897,50,5650
114,0.9902874069945601,50,5700
115,0.9900917352627744,50,5750
116,0.9894280838191876,50,5800
117,0.9897270944151183,50,5850
118,0.9890078423274438,50,5900
119,0.9890721191002055,50,5950
120,0.9886361122819187,50,6000
121,0.9886168446275763,50,6050
122,0.9881210577738747,50,6100
123,0.9872616133823564,50,6150
124,0.9870659670484134,50,6200
125,0.9871461510734774,50,6250
126,0.9876824006577015,50,6300
127,0.9876993951762074,50,6350
128,0.9876678077584924,50,6400
129,0.986850973992975,50,6450
130,0.9881106679487941,50,6500
131,0.988319133796079,50,6550
132,0.988041402338179,50,6600
133,0.9882444719173045,50,6650
134,0.9888960075972856,50,6700
135,0.9895797815084252,50,6750
136,0.9884479039033751,50,6800
137,0.9891346632504399,50,6850
138,0.9895247213105867,50,6900
