geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.8720636629490162,9,50
2,0.9074682573413944,18,100
3,0.9238861290316626,23,150
4,0.9400306160066736,30,200
5,0.9459484446466291,37,250
6,0.9632672532164489,42,300
7,0.965219676189611,47,350
8,0.9708561881171323,50,400
9,0.9808815224686429,50,450
10,0.9877960278115959,50,500
11,0.9918097467494992,50,550
12,0.9942276479820473,50,600
13,0.998134733029826,50,650
14,1.002859348622993,50,700
15,1.0054461037633864,50,750
16,1.0060257682002987,50,800
17,1.0065188593839378,50,850
18,1.0074473802036399,50,900
19,1.008688165637109,50,950
20,1.0096197703302723,50,1000
21,1.0119032690676468,50,1050
22,1.0119893455384559,50,1100
23,1.0142867517167602,50,1150
24,1.0147502827721075,50,1200
25,1.0157361520759405,50,1250
26,1.0152007591065226,50,1300
27,1.0154508285014212,50,1350
28,1.0174954010082407,50,1400
29,1.0179879718343452,50,1450
30,1.0190692398079528,50,1500
31,1.0189952030581373,50,1550
32,1.0198246926526235,50,1600
33,1.020328445670879,50,1650
34,1.0205462576085718,50,1700
35,1.0207813425807823,50,1750
36,1.021049396842587,50,1800
37,1.0207081300670382,50,1850
38,1.0209079842940258,50,1900
39,1.0196507452640564,50,1950
40,1.0195486200421953,50,2000
41,1.0192055912497526,50,2050
42,1.0199448953013395,50,2100
43,1.019927528446945,50,2150
44,1.0204357431868378,50,2200
45,1.0220899502605845,50,2250
46,1.0221080027644533,50,2300
47,1.0222831883086807,50,2350
48,1.0221025863832878,50,2400
49,1.0221340206982998,50,2450
50,1.0227631888293007,50,2500
51,1.0226661634571987,50,2550
52,1.022408499005861,50,2600
53,1.022984309857324,50,2650
54,1.0228446200152623,50,2700
55,1.0233549910006505,50,2750
56,1.0232033455261824,50,2800
57,1.0230710763640516,50,2850
58,1.0229050632137213,50,2900
59,1.023000616161162,50,2950
60,1.0232571843468778,50,3000
61,1.023390334964176,50,3050
62,1.0235079323558134,50,3100
63,1.0239309833587162,50,3150
64,1.0237905678028083,50,3200
65,1.0231673907856644,50,3250
66,1.0230285801093015,50,3300
67,1.023720932323635,50,3350
68,1.0246431489406589,50,3400
69,1.0246306456462984,50,3450
70,1.0250795950327563,50,3500
71,1.0249642951448772,50,3550
72,1.025180875510901,50,3600
73,1.0253986666796993,50,3650
74,1.02558581200574,50,3700
75,1.0258835474754964,50,3750
76,1.0261251787250751,50,3800
77,1.0253950601532467,50,3850
78,1.0252393577601755,50,3900
79,1.025659510534364,50,3950
80,1.0256832231946493,50,4000
81,1.0258440966382913,50,4050
82,1.0260835633192686,50,4100
83,1.0262464981466677,50,4150
84,1.0264082547403413,50,4200
85,1.026139978951429,50,4250
86,1.0258847810799947,50,4300
87,1.0264793795658809,50,4350
88,1.0263487016434074,50,4400
89,1.0260235296741365,50,4450
90,1.0264186610658452,50,4500
91,1.026495974656767,50,4550
92,1.0263531315697778,50,4600
93,1.0259463576084416,50,4650
94,1.0261735847609879,50,4700
95,1.026286510620448,50,4750
96,1.0263631508052111,50,4800
97,1.0265117899540457,50,4850
98,1.0262064631814156,50,4900
99,1.026434237380494,50,4950
100,1.0265187675558962,50,5000
101,1.0266482987218444,50,5050
102,1.027785268959634,50,5100
103,1.0280237749246222,50,5150
104,1.0277317345051704,50,5200
105,1.0282563257443282,50,5250
106,1.0282443739466034,50,5300
107,1.0281597313317397,50,5350
108,1.0278628446849065,50,5400
109,1.0277577179324477,50,5450
