geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.9670390775209919,10,50
2,1.0337805759734322,14,100
3,1.0727551349855922,17,150
4,1.0830162528662801,21,200
5,1.0870359183741745,27,250
6,1.089948805506919,39,300
7,1.1028641744302579,38,350
8,1.106610503580236,46,400
9,1.1152055890917543,50,450
10,1.116774565859806,50,500
11,1.1195993417208436,49,550
12,1.1202842809267017,50,600
13,1.1221063656117045,50,650
14,1.1257799409164286,50,700
15,1.1301322921080998,50,750
16,1.1309996805361757,50,800
17,1.1319716748874846,50,850
18,1.1338303014537692,50,900
19,1.133903819462164,50,950
20,1.135109518233083,50,1000
21,1.1348507236258056,50,1050
22,1.1354104390554036,50,1100
23,1.1362635827527834,50,1150
24,1.13638731486406,50,1200
25,1.1368411473193019,50,1250
26,1.136954487926755,50,1300
27,1.1385895365779954,50,1350
28,1.139298336497309,50,1400
29,1.1398642160380001,50,1450
30,1.1406401198441074,50,1500
31,1.1408259233544242,50,1550
32,1.1409726365531379,50,1600
33,1.141336245089568,50,1650
34,1.1422284066867514,50,1700
35,1.142271032510943,50,1750
36,1.1422419276184157,50,1800
37,1.1426081036650324,50,1850
38,1.142245228472483,50,1900
39,1.1423121436673362,50,1950
40,1.1425119432069206,50,2000
41,1.143014235105224,50,2050
42,1.14335864649582,50,2100
43,1.144656327477478,50,2150
44,1.144158056839079,50,2200
45,1.1443245225502123,50,2250
46,1.1452395187400166,50,2300
47,1.1454067775587993,50,2350
48,1.1456765850781523,50,2400
49,1.1454002596470898,50,2450
50,1.1455286010706416,50,2500
51,1.145625193950233,50,2550
52,1.145508117864532,50,2600
53,1.1457484082321958,50,2650
54,1.1459115472200716,50,2700
55,1.1458323941583715,50,2750
56,1.1455877832173784,50,2800
57,1.1455957932360283,50,2850
58,1.1458143109669208,50,2900
59,1.1461294266881514,50,2950
60,1.1467437094916824,50,3000
61,1.1469350937171774,50,3050
62,1.146816686590168,50,3100
63,1.1472452531703001,50,3150
64,1.147429887438296,50,3200
65,1.1484716319063901,50,3250
66,1.1485035487374637,50,3300
67,1.149018147972018,50,3350
68,1.1495530854897125,50,3400
69,1.1489402302473617,50,3450
70,1.1487046504710274,50,3500
71,1.1487264648814173,50,3550
72,1.1496705311566155,50,3600
73,1.1493745506246966,50,3650
74,1.149344997286421,50,3700
75,1.1499591157064621,50,3750
76,1.1499878086248934,50,3800
77,1.1497351898929153,50,3850
78,1.1505908741834139,50,3900
79,1.1509724066418852,50,3950
80,1.1509537750354217,50,4000
81,1.150932301093187,50,4050
82,1.151178599719816,50,4100
83,1.1515712498404698,50,4150
84,1.1514819498065656,50,4200
85,1.1519244223697536,50,4250
86,1.1524536292560992,50,4300
87,1.1525906813710673,50,4350
88,1.1524726045592864,50,4400
89,1.1533381988383853,50,4450
90,1.1529040579005803,50,4500
91,1.153288456386578,50,4550
92,1.153605230527564,50,4600
93,1.154178506388363,50,4650
94,1.1546293636902611,50,4700
95,1.155655483728731,50,4750
96,1.1559634340908742,50,4800
97,1.1563932708681237,50,4850
98,1.15637841003584,50,4900
99,1.1559177629420938,50,4950
100,1.1561456036013964,50,5000
101,1.15582195441302,50,5050
102,1.1558420634512165,50,5100
103,1.1560205685356932,50,5150
104,1.1565328984638137,50,5200
105,1.157088808584864,50,5250
106,1.1566956948865414,50,5300
107,1.15677224767363,50,5350
108,1.1570919917153915,50,5400
109,1.157457076755235,50,5450
110,1.1575608009885068,50,5500
111,1.1574752853633907,50,5550
112,1.157524315805702,50,5600
113,1.1572924405088,50,5650
114,1.156891776190846,50,5700
115,1.1571793181465462,50,5750
116,1.1571191077701886,50,5800
117,1.157066630649413,50,5850
118,1.1570248342217746,50,5900
119,1.1566643631018976,50,5950
120,1.1567584083761613,50,6000
121,1.1569590533997345,50,6050
122,1.1571144471390329,50,6100
123,1.1572788509391463,50,6150
124,1.1573551883833832,50,6200
125,1.1565806244394319,50,6250
126,1.1564686560541053,50,6300
127,1.1567922569428222,50,6350
128,1.156818166417163,50,6400
129,1.157496859745633,50,6450
130,1.1575603009042124,50,6500
131,1.1575373661605617,50,6550
132,1.1577035587643707,50,6600
133,1.1576376153674044,50,6650
134,1.1576776594233422,50,6700
135,1.1576667318509934,50,6750
136,1.1573772832993947,50,6800
137,1.1576846347411265,50,6850
138,1.1574017811199677,50,6900
139,1.1577652330818478,50,6950
140,1.1579848008043512,50,7000
141,1.158096888295439,50,7050
142,1.1582186807473625,50,7100
143,1.157814390921861,50,7150
144,1.1581275705412026,50,7200
145,1.1579012854821615,50,7250
146,1.1584216153407438,50,7300
147,1.1586384508587835,50,7350
148,1.158752785371584,50,7400
149,1.1589446874755804,50,7450
150,1.1588346258048823,50,7500
