geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.9355924564204992,10,50
2,0.9955371548079366,18,100
3,1.0231924314470326,23,150
4,1.0534926593286174,35,200
5,1.0567492513326087,37,250
6,1.0625191835618966,39,300
7,1.075816947083097,45,350
8,1.0875564637203379,41,400
9,1.095847796851043,45,450
10,1.0993646206038739,50,500
11,1.1059641843885786,50,550
12,1.1077067394801048,50,600
13,1.1126666086398826,50,650
14,1.115733052801894,50,700
15,1.116710544727564,50,750
16,1.118897515406632,50,800
17,1.1212964775335408,50,850
18,1.12161531727092,50,900
19,1.1226891526927976,50,950
20,1.1229286498368805,50,1000
21,1.123608177008471,50,1050
22,1.124178261186809,50,1100
23,1.124234187832677,50,1150
24,1.1246242316279358,50,1200
25,1.1248754853278504,50,1250
26,1.1247737798234851,50,1300
27,1.1254213785406033,50,1350
28,1.1260088198923393,50,1400
29,1.1259104282560495,50,1450
30,1.1264202307675755,50,1500
31,1.126263322184207,50,1550
32,1.1264887424257886,50,1600
33,1.1275774674742958,50,1650
34,1.127860972094364,50,1700
35,1.1279585899967666,50,1750
36,1.1275876668102962,50,1800
37,1.1287908588076712,50,1850
38,1.1291875192730727,50,1900
39,1.129099144804734,50,1950
40,1.1294125576462557,50,2000
41,1.1292168450056204,50,2050
42,1.1303438989802106,50,2100
43,1.1303217857933776,50,2150
44,1.1303149762756342,50,2200
45,1.1301135028338998,50,2250
46,1.1307508031756413,50,2300
47,1.1308221524253843,50,2350
48,1.1312401040312996,50,2400
49,1.1311060797052233,50,2450
50,1.1314931377966762,50,2500
51,1.1321539608788094,50,2550
52,1.1325582312411338,50,2600
53,1.1329173656119658,50,2650
54,1.133358136844812,50,2700
55,1.1337821511530735,50,2750
56,1.1338564239943243,50,2800
57,1.1338737681347666,50,2850
58,1.1338891241135411,50,2900
59,1.1341054193904645,50,2950
60,1.134380343281239,50,3000
61,1.1346075643471867,50,3050
62,1.1345902889855457,50,3100
63,1.1342327767974827,50,3150
64,1.1338486977965003,50,3200
65,1.1338266902763174,50,3250
66,1.1336081564492135,50,3300
67,1.1338848986892227,50,3350
68,1.134261394772846,50,3400
69,1.1345176117189504,50,3450
70,1.1345145797935685,50,3500
71,1.1345306815426137,50,3550
72,1.1345771320165565,50,3600
73,1.1343263689267586,50,3650
74,1.134430210863877,50,3700
75,1.134141232964046,50,3750
76,1.1340905404646209,50,3800
77,1.1342827064867511,50,3850
78,1.134368337125096,50,3900
79,1.1348400262659886,50,3950
80,1.1349749637651971,50,4000
81,1.1349390237796149,50,4050
82,1.1351613599689026,50,4100
83,1.134488219967489,50,4150
84,1.1345501106276088,50,4200
85,1.134973169724067,50,4250
86,1.1351760206165253,50,4300
87,1.1352947134875988,50,4350
88,1.1354435874491269,50,4400
89,1.135511273497206,50,4450
90,1.1356245006639019,50,4500
91,1.135681843521928,50,4550
92,1.1359436337585562,50,4600
93,1.1358791949945422,50,4650
94,1.1360855914606174,50,4700
95,1.135662686570011,50,4750
96,1.13577404172105,50,4800
97,1.1358941189107108,50,4850
98,1.1359174914103267,50,4900
99,1.1364871572542634,50,4950
100,1.1360811071188677,50,5000
101,1.1357625375605018,50,5050
102,1.1361711786674153,50,5100
103,1.1359450725611504,50,5150
104,1.136457388588863,50,5200
105,1.1365491813802482,50,5250
106,1.1365512961490765,50,5300
107,1.1359538450777984,50,5350
108,1.1366687864728384,50,5400
109,1.1371417796574768,50,5450
110,1.1371552356126302,50,5500
111,1.1368690046618477,50,5550
112,1.1370537794890907,50,5600
113,1.1371867598724665,50,5650
114,1.1367314130204138,50,5700
115,1.136970581103047,50,5750
116,1.1379165855658584,50,5800
117,1.1374836778355921,50,5850
118,1.1378713282890698,50,5900
119,1.1382047736898935,50,5950
120,1.1378803416453478,50,6000
121,1.1377017661538598,50,6050
122,1.1377692941998507,50,6100
123,1.1376631451321468,50,6150
124,1.137094419833695,50,6200
125,1.1374586667773556,50,6250
126,1.136738789193812,50,6300
127,1.137059576322405,50,6350
128,1.1367240921977728,50,6400
129,1.1368559378696386,50,6450
130,1.1372544827713231,50,6500
131,1.1378106820089842,50,6550
132,1.1384420866069567,50,6600
133,1.1386293445049016,50,6650
134,1.1388402864832572,50,6700
135,1.1390874958365353,50,6750
136,1.1391223300230933,50,6800
137,1.139352980172804,50,6850
138,1.1393154711103346,50,6900
139,1.139737047819498,50,6950
140,1.139933730843705,50,7000
141,1.1395319325272772,50,7050
142,1.1394500355428603,50,7100
143,1.139381334233312,50,7150
144,1.139934024468228,50,7200
145,1.139724885448602,50,7250
146,1.1398363595753385,50,7300
147,1.1399127352080345,50,7350
148,1.1404114374674639,50,7400
149,1.140846712793038,50,7450
150,1.1409706541511884,50,7500
