geracao,hipervolume,n_solucoes,n_avaliacoes
1,0.8863587574159935,9,50
2,0.9525295210101148,15,100
3,0.9585362983243487,19,150
4,0.9648433533700699,23,200
5,0.9667066998354621,28,250
6,0.9700878643173618,36,300
7,0.9770621108190654,39,350
8,0.986627995173058,40,400
9,0.9926985065306733,47,450
10,1.0036874647564986,50,500
11,1.0080443426020516,50,550
12,1.010469872862008,50,600
13,1.0121954056540747,50,650
14,1.0174864006530444,50,700
15,1.0195398403863554,50,750
16,1.0199271686927327,50,800
17,1.0226185341625702,50,850
18,1.025729592428125,50,900
19,1.0287825045849204,50,950
20,1.0306744258487717,50,1000
21,1.032379076688027,50,1050
22,1.0346836652903124,50,1100
23,1.034806672735364,50,1150
24,1.035373504883328,50,1200
25,1.0360629460183555,50,1250
26,1.0368383688505884,50,1300
27,1.036683190903028,50,1350
28,1.0366774660977829,50,1400
29,1.0361023922521928,50,1450
30,1.035772863709626,50,1500
31,1.0380056957001231,50,1550
32,1.0380943296320944,50,1600
33,1.038353290831966,50,1650
34,1.038559882479289,50,1700
35,1.0377710129867843,50,1750
36,1.0382413107070023,50,1800
37,1.0393779617944232,50,1850
38,1.0395955694900003,50,1900
39,1.0392753912315646,50,1950
40,1.039985402442547,50,2000
41,1.0400859732352516,50,2050
42,1.0400315237134536,50,2100
43,1.0406249816305952,50,2150
44,1.0411050703812934,50,2200
45,1.0405734062814296,50,2250
46,1.0408213381608438,50,2300
47,1.0407010608166176,50,2350
48,1.0412048554612967,50,2400
49,1.0413257353804006,50,2450
50,1.0411504388551764,50,2500
51,1.0410172633963999,50,2550
52,1.040783212621824,50,2600
53,1.040690145427128,50,2650
54,1.0408445850471988,50,2700
55,1.040812353999845,50,2750
56,1.0408299409468784,50,2800
57,1.040779190804926,50,2850
58,1.0411305031730866,50,2900
59,1.041500219559079,50,2950
60,1.0419146823658962,50,3000
61,1.041519684065798,50,3050
62,1.0419296665807565,50,3100
63,1.0412458254682955,50,3150
64,1.0402243788190393,50,3200
65,1.040891151434742,50,3250
66,1.041090579019934,50,3300
67,1.041102327302817,50,3350
68,1.0407515893566492,50,3400
69,1.0406986686740904,50,3450
70,1.040950940838511,50,3500
71,1.0411901872785414,50,3550
72,1.040901748527708,50,3600
73,1.040837023361058,50,3650
74,1.0409053263217605,50,3700
75,1.0415490787746593,50,3750
76,1.041457134334532,50,3800
77,1.0415794144406707,50,3850
78,1.0416534695455362,50,3900
79,1.041004235583726,50,3950
80,1.0410099624620108,50,4000
81,1.0413999467400359,50,4050
82,1.041552306089623,50,4100
